Garanhão,Data de Produção (Embriovet),Origem Externa / Referência,Palhetas Produzidas,Qualidade (%),Motilidade (%),Concentração (milhões/mL),Dose inseminante (DI),Local Armazenagem,Certificado,Existência Atual,Observações,Proprietário
Escorial,,18.11.2019,66,,,,6,,,66,
Escorial,,19.11.2019,40,,,,6,,,40,
Escorial,,20.11.2019,55,,,,6,,,55,
Escorial,2024-09-12,,37,,,,6,,,37,
Escorial,2024-09-18,,49,,,,6,,,49,
Escorial,2024-09-19,,28,,,,6,,,28,
Escorial,2024-09-20,,39,,,,6,,,33,
Escorial,2024-09-21,,33,,,,6,,,33,
Escorial,2024-09-22,,29,,,,6,,,29,
Escorial,2024-09-23,,41,,,,6,,,41,
Escorial,2024-09-24,,20,,,,6,,,20,
Escorial,2024-09-27,,45,,,,6,,,45,
Escorial,2024-09-28,,47,,,,6,,,47,
Escorial,2024-09-29,,38,,,,6,,,38,
Escorial,2024-09-30,,45,,,,6,,,45,
Escorial,2024-10-01,,69,,,,6,,,43,
Escorial,2024-10-02,,82,,,,6,,,31,
Escorial,2024-10-03,,62,,,,6,,,62,
Escorial,2024-10-04,,59,,,,6,,,45,
Escorial,2024-10-05,,70,,,,6,,,70,
Escorial,2024-10-06,,68,,,,6,,,56,
Escorial,2024-10-07,,52,,,,6,,,52,
Escorial,2024-10-08,,51,,,,6,,,51,
Escorial,2024-10-09,,58,,,,6,,,46,
Escorial,2024-10-10,,57,,,,6,,,57,
Escorial,2019-09-26,,82,,,,6,,,52,
Escorial,2019-09-27,,39,,,,6,,,39,
Escorial,2019-09-28,,51,,,,6,,,43,
Escorial,2019-09-29,,44,,,,6,,,42,
Escorial,2019-09-30,,50,,,,6,,,46,
Escorial,2019-10-01,,39,,,,6,,,39,
Escorial,2019-10-02,,33,,,,6,,,33,
Escorial,2019-10-03,,37,,,,6,,,37,
Escorial,2019-10-04,,35,,,,6,,,35,
Escorial,2019-10-05,,41,,,,6,,,41,
Escorial,2019-10-06,,48,,,,6,,,48,
Escorial,2019-10-07,,29,,,,6,,,29,
Escorial,2019-10-09,,33,,,,6,,,28,
Escorial,2019-10-10,,36,,,,6,,,36,
Escorial,2019-10-11,,32,,,,6,,,32,
Escorial,2019-10-12,,26,,,,6,,,26,
Escorial,2019-10-13,,24,,,,6,,,15,
Escorial,2019-10-14,,20,,,,6,,,20,
Escorial,2019-10-15,,30,,,,6,,,30,
Escorial,2019-10-16,,21,,,,6,,,21,
Escorial,,01.12.19,26,5.0,,180,6,,,26,
Escorial,,02.12.19,52,50.0,40.0,113,6,5 | c3,,52,
Escorial,,03.12.19,57,30.0,30.0,168,6,,,57,
Escorial,,05.12.19,61,45.0,35.0,203,6,4 | 10,,61,
Escorial,,06.12.19,87,45.0,35.0,201,6,2 | 9,,87,
Escorial,,07.12.19,69,40.0,30.0,164,6,3 | 4,,69,
Escorial,,08.12.19,64,45.0,35.0,245,6,9 | 4,,64,
Escorial,,09.12.19,66,35.0,30.0,177,6,7 | 7,,66,
Escorial,,10.12.19,57,40.0,30.0,201,6,9 | 1,,57,
Escorial LB,,,490,,,,3,,,336,
Escorial LB,,04.12.19,,,,,3,,,60,
Esporim,2016-05-27,,56,55.0,45.0,,6,"3 | 3, 1º andar | quadrante 1",,56,
Esporim,2016-05-30,,80,60.0,45.0,,6,"4 | 4, 1º andar | quadrante 2",,80,
Faquir das Lezirias,,16/0/2024,37,30.0,,,8,,,37,
Faquir das Lezirias,2024-06-30,,35,20.0,,,8,,,35,
Faquir das Lezirias,2024-07-01,,33,25.0,,,8,,,33,
Faquir das Lezirias,2024-07-02,,26,25.0,,,8,,,26,
Faquir das Lezirias,2024-07-03,,67,,,,8,,,67,
Faquir das Lezirias,2024-07-04,,38,15.0,,,8,,,38,
Faquir das Lezirias,2024-07-05,,24,20.0,,,8,,,24,
Faquir das Lezirias,2024-07-06,,51,,,,8,,,51,
Faquir das Lezirias,2024-07-07,,36,30.0,,,8,,,36,
Faquir das Lezirias,2024-07-08,,26,30.0,,,8,,,26,
Faquir das Lezirias,2024-07-09,,56,,,,8,,,56,
Faquir das Lezirias,2024-07-10,,54,20.0,,,8,,,54,
Faquir das Lezirias,2024-07-11,,55,35.0,,,8,,,55,
Faquir das Lezirias,2024-07-12,,53,,,,8,,,53,
Faraó,2016-04-12,,85,35.0,30.0,180,8,"1 | 1, 1º andar | quadrante 4",,59,
Faraó,2016-04-15,,80,35.0,30.0,240,8,"1 | 1, 1º andar | quadrante 3",,45,
Francesco,2025-06-28,,60,60.0,,254,4,,,60,
Francesco,2025-06-29,,35,60.0,,327,4,,,35,
Francesco,2025-06-30,,51,50.0,,240,4,,,51,
Francesco,2025-07-01,,56,50.0,,263,4,,,56,
Francesco,2025-07-02,,49,50.0,,313,4,,,49,
Francesco,2025-07-05,,64,60.0,,190,4,,,64,
Francesco,2025-07-10,,38,55.0,,240,4,,,38,
Francesco,2025-07-11,,13,50.0,,210,4,,,13,
Francesco,2025-07-12,,51,50.0,,208,4,,,51,
Francesco,2025-07-13,,55,50.0,,349,4,,,55,
Francesco,2025-07-14,,18,40.0,,205,4,,,18,
Francesco,2025-07-15,,58,60.0,,266,4,,,58,
Francesco,2025-07-16,,32,,,,4,,,32,
Francesco,2025-07-17,,28,,,,4,,,28,
Francesco,2025-07-18,,48,35.0,,308,4,,,48,
Francesco,,28/06/2025A,30,35.0,,382,4,,,30,
Francesco,,18/07/2025A,35,40.0,,308,4,,,35,
Fidalgo,2021-01-07,,34,,,,8,"2 | 7, 2º andar | quadrante 2",,19,
Fidalgo,,18/21/2021,53,45.0,40.0,205,8,"2 | 9, 1º andar | quadrante 2",,53,
Fidalgo,2021-01-19,,38,50.0,50.0,280,8,"8 | 4, 2º andar | quadrante 3",,34,
Fidalgo,2021-01-20,,47,40.0,40.0,244,8,"8 | 4, 2º andar | quadrante 2",,43,
Fidalgo,2021-01-21,,41,60.0,50.0,289,8,"8 | 1, 1º andar | quadrante 3",,37,
Fidalgo,2021-01-22,,32,50.0,40.0,250,8,"8 | 1, 1º andar | quadrante 4",,28,
Fidalgo,2021-01-23,,34,,,,8,"8 | 1, 1º andar | quadrante 2",,34,
Fidalgo,2021-01-24,,38,,,,8,"8 | 2, 2º andar | quadrante 2",,38,
Fidalgo,2021-01-25,,51,,,,8,"8 | 2, 2º andar | quadrante 3",,51,
Fidalgo,2021-01-26,,40,,,,8,"8 | 2, 1º andar | quadrante 2",,40,
Fidalgo,2021-01-27,,39,,,,8,"8 | 2, 1º andar | quadrante 1",,15,
Fidalgo,,27/01/2021HC,43,,,,8,"8 | 1, 2º andar | quadrante 1",,43,
Fidalgo,2021-01-28,,63,,,,8,"8 | 1, 2º andar | quadrante 2",,25,
Fidalgo,2021-01-29,,46,,,,8,"8 | 1, 2º andar | quadrante 4",,18,
Fidalgo,2021-01-31,,41,,,,8,"8 | 3, 2º andar | quadrante 2",,41,
Figura,2023-07-13,,36,30.0,30.0,272,8,,,36,
Figura,2023-07-14,,32,35.0,35.0,234,8,,,32,
Figura,2023-07-15,,55,,,,,,,55,
Fogo D' Atela,2017-12-17,,49,40.0,30.0,196,8,"1 | 6, 2º andar | quadrante 3",,24,
Fogo D' Atela,2017-12-19,,45,35.0,30.0,170,8,"1 | 6, 2º andar | quadrante 2",,5,
Fogo D' Atela,2017-12-21,,42,35.0,30.0,186,8,"1 | 6, 2º andar | quadrante 3",,8,
Fogo D' Atela,2017-12-23,,49,35.0,25.0,212,8,"1 | 6, 2º andar | quadrante 4",,26,
Fogo D' Atela,2017-12-26,,53,35.0,30.0,162,8,"1 | 6, 2º andar | 2 gobelets",,27,
Fogoso,2020-07-01,,29,,,,6,"8 | 2, 2º andar | quadrante 3",,14,
Fogoso,2020-07-11,,64,,,,6,"10 | 1, 1º andar | quad 3",,44,
Fogoso,2020-07-14,,60,,,,6,,,21,
Fogoso,2020-07-15,,40,,,,6,"8 | 3, 2º andar | quad 2",,35,
Fogoso,2020-07-17,,69,,,,6,"10 | 6, 1º andar | quad 4",,19,
Fogoso,2020-06-17,,70,40.0,35.0,,6,"2 | 10, 1º andar | quadrante 1",,50,
Fogoso,2020-06-25,,43,50.0,35.0,244,6,"7 | 4, 2º andar | quadrante2",,29,
Fogoso,2020-06-26,,10,50.0,40.0,100,6,"7 | 10, 2º andar | quadrante 3",,10,
Fogoso,2024-01-09,,100,40.0,30.0,318,6,,,100,
Fogoso,2024-01-10,,78,70.0,60.0,255,6,,,72,
Fogoso,2024-01-20,,70,70.0,65.0,314,6,,,70,
Fogoso,2024-01-21,,74,70.0,60.0,206,6,,,74,
Fogoso,2024-01-22,,81,60.0,55.0,285,6,,,81,
Fogoso,2024-01-23,,93,50.0,45.0,315,6,,,81,
Fogoso,2024-01-24,,64,40.0,30.0,255,6,,,64,
Fogoso,2024-01-25,,67,70.0,60.0,152,6,,,55,
Fogoso,2024-01-26,,72,70.0,60.0,227,6,,,72,
Fogoso,2024-01-27,,67,70.0,65.0,301,6,,,67,
Fogoso,2024-01-28,,85,70.0,65.0,209,6,,,85,
Fogoso,2024-01-28,,46,70.0,65.0,174,6,,,46,
Fundador da Ferraria,2016-09-30,,73,35.0,30.0,240,8,"7 | 2, 1º andar | quadrante 2",,61,
Fundador da Ferraria,2016-10-02,,66,40.0,30.0,226,8,"7 | 2, 1º andar | quadrante 3",,54,
Fundador da Ferraria,2016-10-04,,27,35.0,30.0,156,8,"4 | 1, 1º andar | hexagono",,27,
Fundador da Ferraria,2016-10-06,,56,25.0,15.0,224,8,"4 | 1, 1º andar | quadrante 2",,56,
Fundador da Ferraria,2016-10-08,,46,35.0,30.0,304,8,"2 | 3, 1º andar | quadrante 3",,46,
Galã,2017-12-13,,21,25.0,20.0,130,8,"6 | 5, 2º andar | quadrante 2",,15,
Galã,2017-12-14,,17,30.0,25.0,184,8,"6 | 4, 1º andar | 2 gobelet",,17,
Galã,2017-12-15,,13,35.0,30.0,106,8,"6 | 4, 1º andar | gobelet",,13,
Galã,2017-12-16,,32,35.0,25.0,116,8,"6 | 4, 1º andar | hexagono",,32,
Galã,2017-12-17,,11,,,,8,"6 | 4, 1º andar | gobelet",,11,
Galã,2017-12-18,,21,,,,8,"6 | 4, 1º andar | 2 gobelets",,21,
Galã,2017-12-19,,32,,,,8,"6 | 4, 1º andar | hexagono",,32,
Galã,2017-12-20,,20,30.0,25.0,302,8,"6 | 4, 2º andar | 2 gobelets",,18,
Galã,2017-12-21,,15,,,,8,"6 | 4, 1º andar | gobelet",,15,
Galã,2017-12-22,,18,,,,8,"6 | 4, 1º andar | 3 gobelets",,18,
Galã,2017-12-23,,13,35.0,20.0,,8,"6 | 4, 1º andar | gobelet",,13,
Galã,2017-12-24,,18,25.0,15.0,,8,"6 | 4, 2º andar | 2 gobelets",,18,
Galã,2017-12-26,,40,25.0,15.0,,8,"6 | 4, 2º andar | quadrante 1",,36,
Galã,2017-12-27,,62,10.0,10.0,202,8,"6 | 4, 2º andar | quadrante 4",,59,
Galã,2017-12-28,,28,35.0,25.0,256,8,"6 | 4, 2º andar | hexagono",,28,
Galã,2017-12-29,,35,35.0,25.0,180,8,"6 | 4, 2º andar | quadrante 2",,30,
Galã,2017-12-30,,35,30.0,20.0,,8,"6 | 5, 2º andar | hexagono",,27,
Galã,2018-01-02,,17,35.0,25.0,172,8,"6 | 4, 2º andar | 2 gobelet",,15,
Galã,2018-01-04,,15,40.0,30.0,220,8,"6 | 5, 2º andar | 2 gobelets",,12,
Galã,2018-01-06,,16,40.0,30.0,324,8,"6 | 5, 2º andar | 2 gobelets",,11,
Galã,2018-01-08,,34,35.0,30.0,556,8,"6 | 5, 2º andar | hexagono",,27,
Galã,2018-01-09,,32,40.0,30.0,326,8,"6 | 5, 2º andar | quadrante 3",,27,
Galã,2018-01-11,,29,35.0,30.0,368,8,"6 | 5, 2º andar | quadrante 1",,21,
Galã,2018-01-13,,18,50.0,30.0,296,8,"6 | 5, 2º andar | gobelet",,10,
Galã,2018-01-15,,6,,,,8,"6 | 5, 2º andar | quadrante 4",,4,
Galã,2018-01-17,,20,45.0,30.0,236,8,"6 | 3, 2º andar | 2 gobelets",,20,
Galã,2018-01-20,,21,35.0,20.0,208,8,"6 | 3, 2º andar | 2 gobelets",,21,
Galã,2018-01-22,,13,,,,8,"6 | 3, 2º andar | gobelet",,13,
Galã,2018-01-24,,23,,,,8,"6 | 3, 2º andar | 2 gobelets",,23,
Gallo II,,14.09.2018,47,35.0,30.0,220,8,"1 | 9, 1º andar | quadrante 4",,44,
Gallo II,,16.09.2018,55,45.0,40.0,158,8,"1 | 9, 1º andar | quadrante 3",,51,
Gallo II,,18.09.2018,34,45.0,40.0,140,8,"1 | 9, 1º andar | quadrante 1",,30,
Gallo II,,20.09.2018,45,55.0,50.0,198,8,"1 | 9, 1º andar | quadrante 2",,41,
Gallo II,,22.09.2018,40,60.0,50.0,218,8,"1 | 9, 1º andar | hexagono",,39,
Giraldo,2017-01-20,,38,30.0,25.0,272,8,,,11,
Giraldo,2017-01-21,,37,30.0,25.0,320,8,,,1,
Giraldo,2017-01-22,,45,35.0,30.0,264,8,"2 | 8, 2º andar | hexagono",,1,
Goez,2019-04-25,,59,60.0,50.0,,4,"1 | 2, 2º andar | quadrante 3",,47,
Goez,2019-04-29,,52,50.0,50.0,,4,"7 | 2, 2º andar | quadrante 2",,20,
Gran Soberano,2017-10-04,,55,20.0,15.0,158,8,"5 | 2, 1º andar | quadrante 1",,50,
Gran Soberano,2017-10-13,,33,35.0,20.0,60,8,"5 | 6, 1º andar | hexagono",,4,
Hércules D'Atela,2017-01-27,,52,25.0,20.0,294,15,"4 | 4, 2º andar | quadrante 2",,4,
Hércules D'Atela,2017-01-28,,56,20.0,20.0,314,15,"4 | 4, 2º andar | quadrante 3",,43,
Hércules D'Atela,2017-01-29,,46,30.0,30.0,312,15,"4 | 7, 1º andar | quadrante 4",,36,
Hércules D'Atela,2017-01-30,,23,40.0,35.0,178,15,"4 | 4, 2º andar | quadrante 2",,3,
Hércules D'Atela,2017-01-31,,59,25.0,20.0,256,15,"4 | 7, 1º andar | quadrante 3",,39,
Hércules D'Atela,2017-02-01,,50,35.0,30.0,256,15,"4 | 7, 1º andar | quadrante 2",,44,
Hércules D'Atela,2017-02-02,,52,25.0,20.0,286,15,"4 | 7, 1º andar | quadrante 1",,52,
Hércules D'Atela,2017-02-03,,90,25.0,20.0,196,15,"4 | 8, 1º andar | quadrante 4",,90,
Hércules D'Atela,2017-02-04,,96,35.0,30.0,190,15,"4 | 8, 1º andar | quadrante 3",,81,
Hércules D'Atela,2017-02-05,,62,25.0,20.0,268,15,"4 | 8, 1º andar | quadrante 1",,52,
Hércules D'Atela,2017-02-06,,56,35.0,30.0,330,15,"4 | 8, 1º andar | quadrante 2",,56,
Hércules D'Atela,2017-02-08,,77,30.0,20.0,194,15,"4 | 8, 1º andar | quadrante 3",,38,
Hércules D'Atela,2017-02-10,,79,25.0,20.0,264,15,"4 | 8, 1º andar | quadrante 1",,34,
Hércules D'Atela,2017-02-13,,70,50.0,40.0,222,15,"4 | 8, 1º andar | quadrante 2",,26,
Hércules D'Atela,2017-02-14,,53,40.0,30.0,218,15,"4 | 8, 1º andar | quadrante 4",,18,
Hércules D'Atela,2017-02-17,,37,40.0,35.0,160,15,"4 | 7, 1º andar | gobelets, hexagono",,27,
Hércules D'Atela,,n cert.,23,35.0,30.0,,15,"1 | 2, 1º andar | quadrante 3",,19,
Hércules D'Atela,,n cert.,52,30.0,25.0,206,15,"1 | 2, 1º andar | quadrante 3",,48,
Hércules D'Atela,2017-03-23,,51,20.0,15.0,324,15,"4 | 10, 2º andar | quadrante 1",,34,
Hércules D'Atela,2017-03-27,,54,40.0,30.0,360,15,"4 | 10, 2º andar | quadrante 2",,10,
Hércules D'Atela,2017-03-30,,83,30.0,20.0,314,15,"4 | 10, 2º andar | quadrante 3",,58,
Harmonioso,,Várias,227,,,,,"1 | 4, 1º andar | quadrantes 1, 3",,140,
Hifi,2021-06-15,,31,60.0,50.0,225,4,"7 | 7, 1º andar | quadrante 1",,16,
Hifi,2021-07-17,,50,,,,4,"7 | 7, 1º andar | quadrante 2",,50,
Hifi,2021-07-18,,33,60.0,50.0,165,4,"4 | 5, 2º andar | quadrante 1",,19,
Hifi,2021-07-19,,49,45.0,30.0,217,4,"4 | 5, 2º andar | quadrante 3",,35,
Hifi,2021-07-20,,50,60.0,50.0,202,4,"3 | 7, 2º andar | quadrante 1",,50,
Hifi,2021-07-21,,47,45.0,35.0,210,4,"7 | 9, 2º andar | quadrante 1",,3,
Hifi,2021-07-22,,56,60.0,50.0,172,4,"7 | 10, 2º andar | quadrante 2",,19,
Hifi,2021-07-23,,62,,,,4,"6 | 9, 1º andar | quadrante 2",,53,
Hifi,2021-07-24,,56,,,,4,"6 | 3, 2º andar | quadrante 3",,41,
Hifi,2021-07-25,,67,,,,4,"7 | 2, 2º andar | quadrante 3",,43,
Hifi,2021-07-26,,81,,,,4,"7 | 7, 1º andar | quadrante 3",,81,
Hino au Baloubet,2018-02-26,,75,45.0,30.0,142,8,1 | 8 2º andar | quadrante 4,,69,
Hino au Baloubet,2018-02-28,,65,60.0,50.0,200,8,1 | 8 2º andar | quadrante 1,,58,
Hino au Baloubet,2018-03-02,,45,65.0,50.0,184,8,1 | 8 2º andar | quadrante 3,,41,
Hino au Baloubet,2018-03-04,,65,50.0,35.0,,8,1 | 8 2º andar | quadrante 2,,58,
Hino au Baloubet,2018-03-06,,68,65.0,45.0,162,8,"1 | 8, 1º andar | quadrante 2",,68,
Hino au Baloubet,2018-03-09,,19,40.0,40.0,576,8,"1 | 8, 1º andar | quadrante 3",,19,
Hipparion,2019-01-10,,32,45.0,35.0,120,14,"3 | 10, 2º andar | quadrante 3",,18,
Hipparion,2019-01-15,,23,35.0,30.0,244,14,"5 | 8, 1º andar | quadrante 1",,13,
Hipparion,2019-01-16,,21,35.0,30.0,180,14,"2 | 5, 1º andar | quadrante 4",,5,
Hipparion,2019-01-20,,20,35.0,30.0,272,14,"6 | 6, 2º andar | quadrante 2",,9,
Hipparion,2019-01-26,,23,40.0,35.0,130,14,"7 | 2, 2º andar | quadrante 4",,12,
Hipparion,2019-01-27,,15,40.0,35.0,131,14,,,10,
Hipparion,2019-01-31,,31,35.0,30.0,,14,"5 | 5, 2º andar | quadrante 3",,31,
Homero d'Atela,2017-11-15,,52,25.0,20.0,180,8,"1 | 7, 1º andar | quadrante 1",,32,
Homero d'Atela,2017-11-16,,45,,,,8,"1 | 7, 1º andar | hexagoo",,25,
Homero d'Atela,2017-11-17,,45,,,,8,"1 | 7, 1º andar | hexagono?",,45,
Homero d'Atela,2017-11-18,,30,20.0,15.0,194,8,"1 | 7, 1º andar | hexagono",,23,
Homero d'Atela,2017-11-19,,37,55.0,50.0,304,8,"1 | 7, 1º andar | quadrante 4",,8,
Homero d'Atela,2017-11-20,,47,45.0,40.0,338,8,"1 | 7, 1º andar | quadrante 2",,36,
Homero d'Atela,2017-11-21,,40,60.0,50.0,400,8,"1 | 7, 1º andar | quadrante 3",,26,
Honesto,2024-07-01,,41,,,,,,,41,
Honesto,2024-07-02,,50,,,,,,,50,
Honesto,2024-07-03,,31,,,,,,,31,
Honesto,2024-07-04,,24,,,,,,,24,
Honesto,2024-07-05,,28,,,,,,,28,
Honesto,2024-07-06,,41,,,,,,,41,
Hostil,2015-06-08,,67,,,,4,2 | 8 1º andar | quadrante 1,,58,
Husseim,2019-12-31,,38,,,,8,,,38,
Husseim,2010-01-01,,18,25.0,20.0,224,8,"6 | 9, 1º andar | quadrante 2",,18,
Husseim,2020-01-02,,34,,,,8,"5 | 9, 2º andar | quadrante 1",,34,
Husseim,2020-01-03,,32,,,,8,"2 | 6, 2º andar | hexagono",,32,
Husseim,2020-01-04,,19,,,,8,"4 | 8, 2º andar | gobelets",,19,
Husseim,2020-01-05,,17,,,,8,"2 | 4, 1º andar | gobelets",,17,
Husseim,2020-01-06,,26,50.0,40.0,325,8,"6 | 10, 2º andar | quadrante 4",,26,
Husseim,2020-01-07,,22,40.0,35.0,267,8,"6 | 10, 2º andar | gobelets",,22,
Husseim,2020-01-08,,35,30.0,30.0,213,8,"6 | 10, 2º andar | quadrante 2",,35,
Husseim,2020-01-09,,27,35.0,30.0,209,8,"6 | 10, 2º andar | quadrante 3",,27,
Husseim,2020-01-11,,26,,,,8,"7 | 7, 1º andar | gobelets",,26,
I-Tira Picos,2021-10-08,,31,,,,10,"5 | 9, 2º andar | quadrante 4",,31,
I-Tira Picos,2021-10-09,,33,,,,10,"1 | 1, 2º andar | quadrante 1",,29,
I-Tira Picos,2021-10-10,,23,,,,10,,,23,
I-Tira Picos,2021-10-11,,15,,,,10,"1 | 9, 2º andar | quadrante 4",,15,
I-Tira Picos,2021-10-12,,19,,,,10,"8 | 4, 2º andar | quadrante 4",,19,
I-Tira Picos,2021-10-13,,30,,,,10,"1 | 1, 2º andar | quadrante 2",,18,
I-Tira Picos,2021-10-14,,16,,,,10,"1 | 1, 2º andar | quadrante 4",,12,
I-Tira Picos,2021-10-15,,27,,,,10,"2 | 8, 1º andar | quadrante 3",,27,
I-Tira Picos,2021-10-16,,42,,,,10,"3 | 4, 2º andar | quadrante 2",,42,
I-Tira Picos,2021-10-17,,39,,,,10,"5 | 9, 2º andar | quadrante 3",,39,
I-Tira Picos,2021-10-18,,27,,,,10,"2 | 4, 2º andar | quadrante 2",,27,
Ibérico,2023-08-17,,36,25.0,15.0,181,10,,,36,
Ibérico,2023-08-18,,68,30.0,25.0,211,10,,,68,
Ibérico,2023-08-19,,40,25.0,15.0,226,10,,,40,
Ibérico,2023-08-20,,49,25.0,20.0,,10,,,49,
Ídolo d'Atela,2018-05-29,,14,45.0,35.0,,8,"1 | 6, 1º andar | 2 gobelets",,14,
Ídolo d'Atela,2018-10-29,,28,35.0,30.0,254,8,"5 | 9, 1º andar | quadrante 1",,6,
Ídolo d'Atela,2018-10-31,,29,45.0,40.0,164,8,"5 | 9, 1º andar | hexagono",,19,
Ídolo d'Atela,2018-11-02,,19,20.0,10.0,202,8,"5 | 9, 1º andar | quadrante 2",,19,
Ídolo d'Atela,2018-11-07,,21,15.0,20.0,280,8,"5 | 9, 1º andar | qudrante 3",,21,
Ídolo d'Atela,2018-11-09,,14,35.0,40.0,224,8,"5 | 9, 1º andar | 2 gobelets",,14,
Ídolo d'Atela,2018-11-14,,18,30.0,20.0,206,8,"5 | 9, 1º andar | qudrante 3",,18,
Ídolo d'Atela,2018-11-19,,22,35.0,30.0,104,8,"3 | 4, 1º andar | quadrante 3",,18,
Ídolo d'Atela,2018-11-21,,47,15.0,10.0,184,8,"5 | 9, 1º andar | quadrante 2",,47,
Ídolo d'Atela,2018-11-23,,34,20.0,25.0,173,8,"4 | 8, 2º andar | gobelet",,34,
Ídolo d'Atela,2018-11-27,,20,25.0,20.0,118,8,"2 | 3, 1º andar | gobelets",,20,
Ídolo d'Atela,2018-11-29,,25,40.0,35.0,233,8,"3 | 4, 1º andar | quadrante 3",,21,
Ídolo d'Atela,2018-11-30,,22,25.0,20.0,284,8,"2 | 3, 1º andar | gobelets",,22,
Ídolo d'Atela,2018-12-03,,15,,,,8,"4 | 1, 2º andar | 2 gobelets",,15,
Ídolo d'Atela,2018-12-05,,25,45.0,35.0,222,8,"5 | 2, 2º andar | quadrante 3",,25,
Ídolo d'Atela,2018-12-07,,13,40.0,35.0,178,8,"5 | 2, 2º andar | quadrante 1",,13,
Ídolo d'Atela,2018-12-10,,33,40.0,35.0,292,8,"5 | 8, 2º andar | quadrante 1",,33,
Ídolo d'Atela,2018-12-12,,38,30.0,25.0,280,8,"3 | 1, 2º andar | quadrante 1",,38,
Ídolo d'Atela,2018-12-14,,21,30.0,20.0,290,8,"4 | 7, 2º andar | quadrante 4",,19,
Ídolo d'Atela,2018-12-17,,38,30.0,25.0,184,8,"4 | 7, 2º andar | quadrante 2",,35,
Ídolo d'Atela,2018-12-19,,38,50.0,45.0,296,8,"3 | 4, 1º andar | quadrante 4",,38,
Iluminati,2019-03-05,,21,40.0,40.0,210,6,"6 | 9, 2º andar | 2 gobelets",,8,
Iluminati,2019-03-06,,27,50.0,40.0,268,6,"6 | 9, 2º andar | hexagono",,4,
Iluminati,2019-02-20,,43,40.0,35.0,240,6,"6 | 9, 1º andar | quadrante 1",,37,
Iluminati,2019-03-07,,24,50.0,45.0,232,6,"1 | 1, 2º andar | quadrante 4",,8,
Iluminati,,05/03/2019B,17,55.0,45.0,,6,"3 | 7, 1º andar | quadrante 1",,17,
Iluminati,2019-03-08,,35,,,,6,"4 | 6, 2º andar | quadrante 1",,28,
Iluminati,,07/03/2019B,33,35.0,35.0,228,6,"6 | 9, 1º andar | quadrante 3",,30,
Iluminati,,08/03/2019B,26,,,,6,"6 | 9, 1º andar | quadrante 4",,26,
Imperador de Cabeção,2021-04-10,,35,40.0,30.0,149,8,"4 | 2, 1º andar | quadrante 2",,15,
Imperador de Cabeção,2021-04-11,,33,40.0,30.0,224,8,"6 | 3, 2º andar | quadrante 2",,9,
Imperador de Cabeção,2021-04-13,,19,50.0,40.0,,8,"8 | 7, 2º andar | quadrante 2",,1,
Imperador de Cabeção,2021-04-14,,20,30.0,20.0,190,8,,,20,
Imperador de Cabeção,2021-04-15,,30,50.0,40.0,,8,"8 | 7, 2º andar | quadrante 1",,12,
Imperador de Cabeção,2021-04-17,,25,45.0,35.0,160,8,"8 | 6, 2º andar | quadrante 1",,3,
Imperador de Cabeção,2021-04-18,,18,35.0,25.0,260,8,"7 | 8, 2º andar | quadrante 2",,18,
Imperador de Cabeção,2021-04-26,,23,40.0,30.0,155,8,"4 | 9, 2º andar | quadrante 1",,7,
Imperador de Cabeção,2021-04-29,,58,60.0,40.0,,8,"8 | 4, 1º andar | solto",,45,
Imperador de Cabeção,2021-04-30,,51,50.0,45.0,,8,"8 | 8, 1º andar | quadrante 2",,23,
Imperador de Cabeção,2021-05-01,,43,25.0,15.0,152,8,"8 | 6, 2º andar | quadrante 3",,43,
Imperador de Cabeção,2021-05-02,,52,25.0,15.0,240,8,"4 | 5, 2º andar | quadrante 4",,48,
Imperador de Cabeção,2021-05-04,,29,50.0,40.0,204,8,"2 | 3, 2º andar | quadrante 1",,29,
Imperador de Cabeção,2021-05-05,,40,,,,8,,,40,
Imperador de Cabeção,2021-05-06,,65,25.0,25.0,,8,,,33,
Imperador de Cabeção,2021-05-07,,47,40.0,40.0,224,8,,,47,
Imperador de Cabeção,2021-05-09,,41,40.0,30.0,321,8,,,41,
Imperador de Cabeção,2021-05-10,,35,30.0,30.0,,8,,,35,
Imperador de Cabeção,2021-05-11,,52,30.0,30.0,,8,,,12,
Imperador de Cabeção,2021-05-12,,35,40.0,30.0,,8,,,35,
Imperador de Cabeção,2021-05-13,,26,30.0,20.0,,8,,,26,
Imperador de Cabeção,2021-05-14,,30,,,,8,,,30,
Imperativo,2021-05-20,,36,40.0,30.0,,8,"8 | 2, 1º andar | quadrante 4",,1,
Imperativo,2021-05-21,,54,55.0,40.0,,8,"2 | 3, 2º andar | quadrane 4",,42,
Imperativo,2021-05-22,,65,40.0,35.0,,8,"8 | 8, 1º andar | quadrante 4",,32,
Indigo,,França,150,,,,14,,,17,
Irânico,2021-01-20,,47,,,,1,,,47,
Irânico,2021-01-21,,43,,,,1,,,19,
Irânico,2021-01-22,,41,,,,1,,,10,
Jardim,,várias,90,,,,8,"5 | 10, 1º andar | solto",,39,
Jardim,,várias,100,,,,8,"5 | 10, 1º andar | solto",,14,
Jardim,,várias,100,,,,8,"5 | 10, 1º andar | solto",,3,
Jardim,,várias,100,,,,8,"5 | 10, 1º andar | solto",,10,
Jardim,,várias,50,,,,8,"5 | 10, 1º andar | solto",,47,
